Language	ISO 639-3	hh.bib key	ideophone (prop)	ideophone (freq)	all (freq)	idêophone (prop)	idêophone (freq)	all (freq)
Southern Ohlone	css	s:ArroyodelaCuesta:Mutsun	0	0	18663	0	0	18663
Sumtu Chin	csv	typ:Watkins:Sumtu	0	0	8870	0	0	8870
Swampy Cree	csw	g:Hunter:Cree	0	0	55918	0	0	55918
Swampy Cree	csw	typ:Reinholtz:SwampyCree	0	0	135	0	0	135
Siyin Chin	csy	s:Stern:Sizang-Chin	0	0	21342	0	0	21342
Siyin Chin	csy	s:Naylor:Chin-Siyin	0	0	5035	0	0	5035
Siyin Chin	csy	s:Rundall:Siyin	0	0	39638	0	0	39638
Siyin Chin	csy	g:Sarangthem:Sizang	0	0	29580	0	0	29580
Hanis	csz	g:Frachtenberg:Coos	0	0	89433	0	0	89433
Hanis	csz	s:Whereat:Hanis	0	0	26656	0	0	26656
Tataltepec Chatino	cta	g:Sullivant:Tataltepec	0	0	101687	0	0	101687
Tataltepec Chatino	cta	vtyp:Sullivant:Tataltepec	0	0	21825	0	0	21825
Tataltepec Chatino	cta	s:Belmar:Chatina	0	0	505	0	0	505
Tedim Chin	ctd	st:Henderson:Tiddim-Chin	0	0	62282	0	0	62282
Chittagonian	ctg	s:Hai:Chittagong	0	0	5073	0	0	5073
Chittagonian	ctg	s:Goswami:Chittagong	0	0	13074	0	0	13074
Chittagonian	ctg	g:Ucida:Chittagong	0	0	57887	0	0	57887
Tlacoatzintepec Chinantec	ctl	typ:Thelin:Tlacoatzintepec-Chinantec	0	0	2201	0	0	2201
Chitimacha	ctm	s:Swadesh:Chitimacha	0	0	198929	0	0	198929
Chitimacha	ctm	s:Granberry:Sitimaxa	0	0	30667	0	0	30667
Chintang	ctn	typ:Schikowski:Chintang:Morphology	0	0	15397	0	0	15397
Chintang	ctn	typ:Schikowski:Chintang	0	0	11938	0	0	11938
Chintang	ctn	sd:Rai:Chintang	4.95E-05	1	20201	0	0	20201
Chintang	ctn	typ:Dirksmeyer:Chintang	4.78E-05	2	41822	0	0	41822
Chintang	ctn	typ:Bickeletal:Free	0	0	14108	0	0	14108
Emberá-Catío	cto	s:Atienza:Katio	0	0	43633	0	0	43633
Emberá-Catío	cto	esd:Garcia:Katios	0	0	349	0	0	349
Western Highland Chatino	ctp	g:Pride:Chatino	0	0	59998	0	0	59998
Western Highland Chatino	ctp	ssoctyp:Cruz:San-Juan-Quiahije-Chatino	0	0	137274	0	0	137274
Western Highland Chatino	ctp	g:Rasch:Chatino	0	0	113351	0	0	113351
Western Highland Chatino	ctp	sd:PridePride:Chatino-Alta	0	0	166700	0	0	166700
Western Highland Chatino	ctp	typ:Upson:Chatino	0	0	5117	0	0	5117
Chol	ctu	g:Coon:Chol	0	0	53210	0	0	53210
Chol	ctu	s:Gutierrez:Chol	0	0	82323	0	0	82323
Chol	ctu	g:Alvarez:Chol:2002	0	0	76316	0	0	76316
Chol	ctu	typ:Schumann:Chol-Tila	0	0	22547	0	0	22547
Chol	ctu	g:Alvarez:Chol	0	0	133665	0	0	133665
Chol	ctu	s:Attinasi:Chol	0	0	115168	0	0	115168
Zacatepec Chatino	ctz	g:Villard:Zacatepec-Chatino	0	0	83568	0	0	83568
Zacatepec Chatino	ctz	s:Villard:Zacatepec-Chatino	0	0	21808	0	0	21808
Cua	cua	s:Dinhetal:Kua	0	0	8642	0	0	8642
Cubeo	cub	g:MorseMaxwell:Cubeo	0	0	56634	0	0	56634
Cubeo	cub	g:MaxwellMorse:Cubeo	0	0	61714	0	0	61714
Cubeo	cub	sd:Salseretal:Cubeo	0	0	180057	0	0	180057
Cubeo	cub	s:Fergusonetal:Cubeo	0	0	667057	0	0	667057
Cubeo	cub	g:Chacon:Kubeo	0	0	114723	0	0	114723
Usila Chinantec	cuc	sd:SkinnerSkinner:Chinanteco-Usila	0	0	237499	0	0	237499
Chuka	cuh	typ:Ndwiga:Gichuka	0	0	74655	0	0	74655
Cuiba	cui	g:Kerr:Cuiba-Wamonae	0	0	123641	0	0	123641
Cuiba	cui	s:Machal:Cuiba	0	0	34330	0	0	34330
Cuiba	cui	s:Merchan:Cuiba	0	0	667057	0	0	667057
Cuiba	cui	s:BergKerr:Cuiba	0	0	32705	0	0	32705
Cuiba	cui	s:CasasKess:Cuiba	0	0	20602	0	0	20602
San Blas Kuna	cuk	s:Holmer:Cuna	0	0	9035	0	0	9035
San Blas Kuna	cuk	s:Herrmann:Karibe-Kuna	0	0	6346	0	0	6346
San Blas Kuna	cuk	s:Prince:Tule	0	0	23313	0	0	23313
San Blas Kuna	cuk	g:Erice:Kuna	0	0	83184	0	0	83184
San Blas Kuna	cuk	typ:Sherzer:Cuna:1978	0	0	2436	0	0	2436
San Blas Kuna	cuk	s:Malherbe:Kuna	0	0	8968	0	0	8968
San Blas Kuna	cuk	sv:Holmer:Cuna	0	0	13188	0	0	13188
San Blas Kuna	cuk	g:Smith:Guna	0	0	58153	0	0	58153
Culina	cul	s:Wright:Madija	0	0	20180	0	0	20180
Culina	cul	g:Dienst:Kulina:2014	0	0	100962	0	0	100962
Culina	cul	g:Tiss:Madiha	0	0	87755	0	0	87755
Culina	cul	typ:MarlettAdams:Madija	0	0	6190	0	0	6190
Cumanagoto	cuo	s:deYangues:Cumanagota	0	0	21785	0	0	21785
Cumanagoto	cuo	st:Platzmann:Cumanagota	0	0	1141	0	0	1141
Cupeño	cup	g:Hill:Cupeno:1966	0	0	53967	0	0	53967
Cupeño	cup	g:Hill:Cupeno	0	0	237961	0	0	237961
Cun	cuq	g:Ouyang:Cun	0	0	82450	0	0	82450
Chhulung	cur	typ:Limbu:Chhulung:Case	0	0	1049	0	0	1049
Tepeuxila Cuicatec	cux	s:Belmar:Cuicateco	0	0	20161	0	0	20161
Tepeuxila Cuicatec	cux	s:Bradley:CPCuicatec	0	0	112398	0	0	112398
Woods Cree	cwd	g:Starks:Woods-Cree	0	0	62994	0	0	62994
Woods Cree	cwd	g:Howse:Cree	0	0	95177	0	0	95177
Kwere	cwe	typ:Moller:Kwere	0	0	14370	0	0	14370
Kuwaataay	cwt	s:Doneux:Kwatay	0	0	9480	0	0	9480
Kuwaataay	cwt	s:Payne:Kwatay	0	0	45834	0	0	45834
Nopala Chatino	cya	g:McIntosh:Teotepec	0	0	109918	0	0	109918
Nopala Chatino	cya	s:McIntosh:Teotepec	0	0	46963	0	0	46963
Cayubaba	cyb	s:CrevelsMuysken:Cayubaba	0	0	10832	0	0	10832
Cayubaba	cyb	s:Key:Cayuvava	0	0	22690	0	0	22690
Cayubaba	cyb	s:Crequi-MontfortRivet:Kayuvava	0	0	9541	0	0	9541
Welsh	cym	s:Anwyl:Welsh	0	0	31078	0	0	31078
Welsh	cym	g:King:Welsh:1995	0	0	73749	0	0	73749
Welsh	cym	s:Watkins:Welsh	0	0	24197	0	0	24197
Welsh	cym	g:King:Welsh	0	0	123771	0	0	123771
Welsh	cym	g:Borsleyetal:Welsh	0	0	146877	0	0	146877
Cuyonon	cyo	typ:Cobb:Kuyonon	0	0	2055	0	0	2055
Zenzontepec Chatino	czn	g:Campbell:Zenzontepec	0	0	94494	0	0	94494
Zenzontepec Chatino	czn	typ:Campbell:Zenzontepec	0	0	16586	0	0	16586
Min Zhong Chinese	czo	s:Chen:Min	0	0	72868	0	0	72868
Marik	dad	s:Elliot:Dami	0	0	16236	0	0	16236
Dan	daf	typ:Makeeva:Kla-Dan	0	0	6417	0	0	6417
Dan	daf	s:GriffesWelmers:Gio	0	0	57452	0	0	57452
Dan	daf	g:Makeeva:Kla-Dan	0	0	27093	0	0	27093
Dan	daf	sd:VydrineKessegbeu:Dan	0	0	104649	0	0	104649
Dan	daf	s:Doneux:Dan	0	0	17382	0	0	17382
Dagbani	dag	typ:Issah:Dagbani	0	0	28637	0	0	28637
Dagbani	dag	s:Fisch:Dagomba	0	0	13693	0	0	13693
Dagbani	dag	typ:Hudu:Dagbani	0	0	13845	0	0	13845
Dagbani	dag	g:Olawsky:Dagbani	5.04E-05	5	99293	0	0	99293
Day	dai	st:Djanan:Day	0	0	20869	0	0	20869
Day	dai	g:Nougayrol:Day	0	0	50659	0	0	50659
Dar Fur Daju	daj	typ:Ismail:Daju	0	0	32004	0	0	32004
Dakota	dak	g:Riggs:Dakota	0	0	235451	0	0	235451
Dakota	dak	s:BoasSwanton:Siouan	0	0	34039	0	0	34039
Dakota	dak	g:BoasDeloria:Dakota	0	0	27304	0	0	27304
Dakota	dak	styp:Patterson:Dakota	0	0	54602	0	0	54602
Dahalo	dal	g:Tosco:Dahalo	1.61E-05	1	61986	0	0	62174
Dahalo	dal	typ:Elderkin:Dahalo:Verb	0	0	8604	0	0	8604
Danish	dan	g:Bredsdorff:Danish	0	0	79246	0	0	79246
Danish	dan	g:Allanetal:Danish	0	0	53781	0	0	53781
Danish	dan	g:Pontoppidan:Danica	0	0	92125	0	0	92125
Daai Chin	dao	g:Hartmann:Daai-Chin	0	0	104640	0	0	104640
Dandami Maria	daq	g:Pandey:Dandami	0	0	62700	0	0	62700
North-Central Dargwa	dar	st:Magometov:Megebskij-Darginskogo	0	0	17432	0	0	17432
North-Central Dargwa	dar	typ:Musaev:Darginskogo	0	0	59132	0	0	59132
North-Central Dargwa	dar	s:Abdullaev:Darginskij	0	0	523	0	0	523
North-Central Dargwa	dar	typ:Musaev:Slovoizmenitelnye	0	0	76629	0	0	76629
North-Central Dargwa	dar	st:vandenBerg:Dargi	0	0	118436	0	0	118436
North-Central Dargwa	dar	g:Abdullaev:Darginskogo	0	0	254803	0	0	254803
North-Central Dargwa	dar	s:Isaev:Dargwa	8.29E-06	1	120618	0	0	120618
North-Central Dargwa	dar	gd:Uslar:Xjurkilinskij	0	0	505	0	0	505
North-Central Dargwa	dar	g:Musaev:Darginskij	0	0	182872	0	0	182872
North-Central Dargwa	dar	typ:Mutalov:Darginskogo	0	0	6071	0	0	6071
Taita	dav	g:Ryabova:Dabida	0	0	174446	0	0	174446
Bangime	dba	g:Hantgan:Bangime	0	0	115137	0	0	115137
Bangime	dba	s:Elders:BangeriMe	0	0	1780	0	0	1780
Bangime	dba	typ:Hantgan:Bangime	0	0	6244	0	0	6244
Dogul Dom Dogon	dbg	s:Cansler:Dogul-Dom	0.000318167	17	53431	0	0	53431
Ida'an	dbj	g:Goudswaard:Begak	0	0	203681	0	0	203681
Dyirbal	dbl	g:Dixon:Dyirbal	0	0	150205	0	0	150205
Dyirbal	dbl	typ:King:Dyirbal	0	0	51884	0	0	51884
Daba	dbq	s:Lienhard:Daba	0.000140066	4	28558	0	0	28558
Daba	dbq	typ:Giger:Daba	0.000124938	4	32016	0	0	32016
Dabarre	dbr	typ:GerbertMansur:Dabarre	0	0	8384	0	0	8384
Dabarre	dbr	s:Lamberti:Af-Dabarro	0	0	22488	0	0	22488
Ben Tey Dogon	dbt	g:Heath:Ben-Tey	0	0	135002	0	0	135002
Najanga-Kindige	dbu	g:Heath:Najamba	0	0	128331	0	0	128331
Bankan Tey Dogon	dbw	g:Heath:Bankan-Tey	0	0	41228	0	0	41228
Negerhollands	dcr	s:vanSluijs:Negerhollands	0	0	7610	0	0	7610
Negerhollands	dcr	s:Magens:Creole-Croix	0	0	7777	0	0	7777
Negerhollands	dcr	styp:vanSluijs:Virgin-Islands-Dutch	0	0	139618	0	0	139618
Negerhollands	dcr	g:Hesseling:Negerhollands	0	0	100044	0	0	100044
Negerhollands	dcr	sv:vanRossem:Virgin-Islands-Dutch	0	0	177926	0	0	177926
Negerhollands	dcr	s:Bradford:Virgin-Islands-Dutch	0.000351124	3	8544	0	0	8544
Fataluku	ddg	s:Langford:Fataluku	0	0	21509	0	0	21509
Fataluku	ddg	s:Campagnolo:Fataluku	0	0	76051	0	0	76051
Jaru	ddj	g:Tsunoda:Djaru	0	0	98686	0	0	98686
Jaru	ddj	s:Senge:Wanyjirra	0	0	58609	0	0	58609
Jaru	ddj	g:Senge:Wanyjirra	0	0	231835	0	0	231835
Dendi (Benin)	ddn	typ:Zima:Djougou-Dendi	0	0	4666	0	0	4666
Tsez	ddo	hvs:Bokarev:Tsezskie	0	0	388314	0	0	388314
Tsez	ddo	s:AlekseevRadzhabov:Tsez	8.29E-06	1	120618	0	0	120618
Donno So Dogon	dds	g:Heath:Donno-So	1.66E-05	2	120428	0	0	120428
Donno So Dogon	dds	g:KervranProst:Donno-So	0	0	46494	0	0	46494
Dawera-Daweloor	ddw	typ:Chlenova:Daweloor	0	0	1342	0	0	1342
Dagik	dec	g:Vanderelst:Dagik	5.90E-05	7	118580	0	0	118580
Dagik	dec	typ:Vanderelst:Dagik	0	0	0	0	0	0
Dedua	ded	typ:Blake:Dedua	0	0	8411	0	0	8411
Dezfuli-Shushtari	def	g:MacKinnon:Dezfuli-Shushtari	0	0	3516	0	0	3516
Degema	deg	s:Kari:Degema	0	0	16333	0	0	16333
Degema	deg	styp:Kari:Degema	0	0	91357	0	0	91357
Degema	deg	g:Kari:Degema	0.000196918	20	101565	0	0	101565
Pidgin Delaware	dep	s:Goddard:PidginDelaware	0	0	20596	0	0	20596
Deori	der	s:Brown:Deori	0	0	1057	0	0	1057
Deori	der	g:Jacquesson:Deuri	0	0	134268	0	0	134268
Desano	des	g:Miller:Desano	0	0	46305	0	0	46305
Desano	des	g:Silva:Desano	1.11E-05	1	89945	0	0	89945
Desano	des	typ:Kaye:Desano	0	0	42948	0	0	42948
German	deu	ssoc:Boas:Texas-German	0	0	117042	0	0	117042
German	deu	g:Becker:Ruhrdeutsch	0	0	169685	0	0	169685
German	deu	g:DAWB:Deutschen	0	0	87289	0	0	87289
German	deu	ssoc:Roesch:Texas-Alsatian	0	0	92586	0	0	92586
Dengese	dez	s:Mangulu:Indanga	0	0	7023	0	0	7023
Dengese	dez	s:Goemaere:Londengese	0	0	23334	0	0	23334
Central Dagaare	dga	g:Bodomo:Dagaare	4.46E-05	2	44814	0	0	44814
Central Dagaare	dga	s:Bodomo:Dagaare:2000	0.000855676	15	17530	0	0	17530
Central Dagaare	dga	s:Kropp:Dagaare	0	0	69992	0	0	69992
Bunoge Dogon	dgb	g:Heath:Bunoge	1.70E-05	1	58870	0	0	84071
Casiguran-Nagtipunan Agta	dgc	sd:HeadlandHeadland:Dumagat	0	0	110711	0	0	110711
Casiguran-Nagtipunan Agta	dgc	s:Vanoverbergh:Casiguran-Negrito	0	0	16087	0	0	16087
Casiguran-Nagtipunan Agta	dgc	s:HeadlandHealey:Casiguran	0	0	12928	0	0	12928
Casiguran-Nagtipunan Agta	dgc	s:Headland:Casiguran	0	0	13458	0	0	13458
Dghwede	dgh	typ:Frick:Dghwede	0.000158215	2	12641	0	0	12641
Northern Dagara	dgi	s:Delplanque:Dagara	0	0	7241	0	0	7241
Northern Dagara	dgi	typ:Delplanque:Dagara:Assertion	0	0	6626	0	0	6626
Northern Dagara	dgi	g:Some:Dagara:1983	0	0	35335	0	0	35335
Northern Dagara	dgi	gd:ProstGirault:Dagara	0	0	3875	0	0	3875
Dogri	dgo	s:Shankar:Dogri	0	0	16636	0	0	16636
Dogrib	dgr	styp:Saxon:Dogrib	0	0	74421	0	0	74421
Dogrib	dgr	typ:Welch:Tlicho-Yatii	0	0	11570	0	0	11570
Daga	dgz	g:Murane:Daga	0	0	175064	0	0	175064
Dhundari	dhd	s:Mukherjee:Wagdi	0	0	9990	0	0	9990
Dhundari	dhd	s:Vedamanickam:Jaipuri	0	0	7242	0	0	7242
Dhundari	dhd	s:Gusain:Dhundhari	0	0	23580	0	0	23580
Dhangu	dhg	g:MacLellan:Wangurri	0	0	8453	0	0	8453
Dhangu	dhg	typ:Harper:Wangurri	0	0	29715	0	0	29715
Dhimal	dhi	g:King:Dhimal	0	0	152009	0	0	152009
Dhimal	dhi	es:Hodgson:Kocch-Bodo-Dhimal	0	0	505	0	0	505
Dhimal	dhi	typ:King:Dhimal	0	0	5190	0	0	5190
Dhimal	dhi	g:King:Dhimal:2009	0	0	153481	0	0	153481
Dhimal	dhi	s:Cooper:Dhimal	0	0	6550	0	0	6550
Dhalandji	dhl	g:WMPALCDeak:Thalanyji	0	0	48738	0	0	48738
Zemba	dhm	sv:Ohly:Dhimba	9.32E-05	2	21465	0	0	21465
Dhanki	dhn	g:Kulkarni:Bhili:1972	0	0	40334	0	0	40334
Dhanki	dhn	g:Kulkarni:Bhili	0	0	35858	0	0	35858
Dhargari	dhr	s:Klokeid:Thargari	0	0	15418	0	0	15418
Dhurga	dhu	s:Mathews:Thoorga	0	0	8649	0	0	8649
Dehu	dhv	s:Ray:Lifu	0	0	40040	0	0	40040
Dehu	dhv	s:Ray:Lifu:1926	0	0	9945	0	0	9945
Dehu	dhv	s:Colomb:Lifu	0	0	21641	0	0	21641
Dehu	dhv	g:Moyse-Faurie:Drehu	0	0	61710	0	0	61710
Dehu	dhv	s:Tryon:Dehu	0	0	59270	0	0	59270
Dhanwar (Nepal)	dhw	s:Bhandari:Danuvar	0	0	72377	0	0	72377
South Central Dinka	dib	s:Tucker:Dinka-Agar	0	0	8706	0	0	8706
South Central Dinka	dib	g:Beltrame:Denka:1868-1870	0	0	1734	0	0	1734
South Central Dinka	dib	gtd:Mitterutzner:Dinka	0	0	1019	0	0	1019
South Central Dinka	dib	typ:Andersen:Vowel-Dinka	0	0	0	0	0	0
South Central Dinka	dib	g:Beltrame:Denka	0	0	1060	0	0	1060
Lakota Dida	dic	g:Guehoun:Dida-Lakota	0	0	102058	0	0	102058
Lakota Dida	dic	g:Vogler:Vata	0	0	138278	0	0	138278
Didinga	did	s:Odden:Didinga	6.90E-06	1	145008	0	0	145008
Didinga	did	s:Lohitare:Didinga	0	0	49968	0	0	49968
Didinga	did	s:Driberg:Didinga	0	0	23956	0	0	23956
Didinga	did	s:Rosato:Didinga	0	0	46202	0	0	46202
Digo	dig	typ:Nicolle:Digo	0.000187582	8	42648	0	0	42648
Digo	dig	sd:Mwalonyaetal:Digo	0	0	77184	0	0	77184
Digo	dig	g:Nicolle:Digo	0.000309189	45	145542	0	0	145542
Digo	dig	typ:Walsh:Click	0.003857694	18	4666	0	0	4666
Digo	dig	typ:Nicolle:Chidigo	0	0	6006	0	0	6006
Digo	dig	sd:Mwalonyaetal:Digo:2006	0	0	76191	0	0	76191
Tipai	dih	g:Miller:Jamul	0	0	124532	0	0	124532
Tipai	dih	g:Miller:Jamul-Diegueno	0	0	83846	0	0	83846
Southwestern Dinka	dik	g:Nebel:Dinka	0	0	63138	0	0	63138
Dilling	dil	g:Kauczor:Bergnubische	0	0	115348	0	0	115348
Dime	dim	s:Fleming:Dime	0	0	22006	0	0	22006
Dime	dim	g:Seyoum:Dime	0	0	91917	0	0	91917
Northeastern Dinka	dip	typ:Remijsen:Ageer-Dinka	0	0	5910	0	0	5910
Dimli	diq	typ:Sandonato:Zazaki	0	0	4795	0	0	4795
Dimli	diq	s:Paul:Zazaki	0	0	385339	0	0	385339
Dimli	diq	g:Todd:Dimili	0	0	58546	0	0	58546
Dimli	diq	g:Todd:Dimili:2008	0	0	60790	0	0	60790
Dimasa	dis	s:Brahma:Bodo-Dimasa	0	0	59556	0	0	59556
Dimasa	dis	typ:Baishya:Dimasa	0	0	3630	0	0	3630
Dimasa	dis	sd:Dundas:Dimasa	0	0	505	0	0	505
Dimasa	dis	typ:Singha:Dimasa	2.76E-05	1	36271	0	0	36271
Dimasa	dis	s:Jacquesson:Dimasa	0	0	16445	0	0	16445
Diriku	diu	g:Mohlig:Dciriku	0.000120451	8	66417	0	0	66417
Diriku	diu	sd:MohligShiyaka-Mberema:Rumanyo	0	0	157	0	0	157
Dhivehi	div	g:Fritz:Dhivehi	0	0	179146	0	0	179146
Dhivehi	div	s:Maumoon:Dhivehi	0	0	16161	0	0	16161
Dhivehi	div	s:CainGair:Dhivehi	0	0	32329	0	0	32329
Dhivehi	div	g:Cain:Dhivehi	0	0	74731	0	0	74731
Dhivehi	div	g:Joy:Mahl	0	0	30236	0	0	30236
Ding	diz	gde:Mertens:Dzing	0	0	813656	0	0	813656
Ding	diz	s:Struyf:Kidinga	0	0	15421	0	0	15421
Dar Daju Daju	djc	s:Aviles:Dar-Daju	0	0	24261	0	0	24261
Dar Daju Daju	djc	g:Palayer:Dadjo-Eref	0	0	73075	0	0	73075
Jaminjung-Ngaliwurru	djd	g:Schultze-Berndt:Jaminjung	6.13E-05	14	228506	0	0	228506
Jaminjung-Ngaliwurru	djd	g:Boltetal:Ngaliwuru	0	0	24372	0	0	24372
Jaminjung-Ngaliwurru	djd	g:Cleverly:Djamindjung	0	0	24912	0	0	24912
Zarma-Kaado	dje	g:Hanafiou:Kaado	0	0	142927	0	0	142927
Zarma-Kaado	dje	s:Westermann:Zarma	0	0	11315	0	0	11315
Zarma-Kaado	dje	g:HacquardDupuis:Songay	0	0	1241	0	0	1241
Zarma-Kaado	dje	s:Bellama:Zarma	0	0	17467	0	0	17467
Zarma-Kaado	dje	g:Picq:Songhay	0	0	45624	0	0	45624
Zarma-Kaado	dje	g:Tersis:Zarma	0	0	56676	0	0	56676
Zarma-Kaado	dje	g:NeisesSmith:Zarma	0	0	53873	0	0	53873
Zarma-Kaado	dje	g:Oumarou-Yaro:Zarma	0	0	74164	0	0	74164
Zarma-Kaado	dje	g:Sibomana:Zarma	0	0	2862	0	0	2862
Djeebbana	djj	g:McKay:Ndjebbana	0	0	74721	0	0	74721
Aukan	djk	s:Migge:Nengee	0.000191259	2	10457	0	0	10457
Aukan	djk	g:HuttarHuttar:Ndyuka	0.000108486	8	73742	0	0	73742
Jamsay Dogon	djm	g:Heath:Jamsay	0	0	254761	0	0	254761
Jawoyn	djn	typ:Merlan:Jawoyn	0	0	9772	0	0	9772
Djambarrpuyngu	djr	g:Wilkinson:Djambarrpuyngu	3.71E-06	1	269550	0	0	269550
Djambarrpuyngu	djr	s:Buchanan:Djambarrpuynu	0	0	19283	0	0	19283
Kapriman	dju	g:Sumbuk:Sare	0	0	62756	0	0	62756
Dakpakha	dka	s:HyslopTshering:Dakpa	0	0	6024	0	0	6024
Dakpakha	dka	s:Wangchu:Tawang-Monpa	0	0	12266	0	0	12266
Southeastern Dinka	dks	typ:vanUrk:Dinka-Bor	0	0	108878	0	0	108878
Southeastern Dinka	dks	phontyp:Ayom:Dinka-Bor	0	0	11184	0	0	11184
Southeastern Dinka	dks	phontyp:Mayom:Bor-Dinka	0	0	15013	0	0	15013
Mazagway	dkx	sd:Mouchet:Daba	0	0	86876	0	0	86876
Dolgan	dlg	g:Li:Dolgan	0	0	69246	0	0	69246
Dolgan	dlg	g:Ubrjatova:Norilskix-Dolgan	0	0	254425	0	0	254425
Dahalik	dlk	s:Simeon-Senelle:Dahalik	0	0	34625	0	0	34625
Dahalik	dlk	s:Simeone-Senelle:Dahalik	0	0	6271	0	0	6271
Dalmatian	dlm	gtd:Bartoli:Dalmatico	0	0	420277	0	0	420277
Dalmatian	dlm	gtd:Bartoli:Dalmatische	0	0	1066	0	0	1066
Duma	dma	s:Reeb:Douma	0	0	1241	0	0	1241
Mombo Dogon	dmb	g:Prokhorov:Mombo	0	0	71029	0	0	71029
Upper Kinabatangan	dmg	s:Spitzack:Kalabuan	0	0	60160	0	0	60160
Domaaki	dmk	s:Weinreich:Domaaki	0	0	72377	0	0	72377
Domaaki	dmk	g:Lorimer:Dumaki	0	0	52497	0	0	52497
Dameli	dml	g:Perder:Dameli	0	0	60848	0	0	60848
Dameli	dml	s:Morgenstierne:Dameli	0	0	28757	0	0	28757
Kemezung	dmo	typ:Smoes:Kemedzung	0	0	17828	0	0	17828
Kemezung	dmo	s:Smoes:Kemezung	0	0	10851	0	0	10851
Dampelas	dms	s:Moro:Dampelas	0	0	43809	0	0	43809
Dampelas	dms	s:Henteetal:Dampelas	0	0	18381	0	0	18381
Ndendeule	dne	typ:Ngonyani:Applicatives-Bantu	7.19E-06	1	139089	0	0	139089
Ndendeule	dne	typ:Ngonyani:Kindendeule	0	0	43585	0	0	43585
Dungan	dng	s:DragunowDragunow:Dunganische	0	0	5701	0	0	5701
Dungan	dng	s:Rimsky-Korsakoff:Dungan	0	0	21515	0	0	21515
Lower Grand Valley Dani	dni	g:Bromley:Dani:1972	0	0	152671	0	0	152671
Lower Grand Valley Dani	dni	g:vanderStap:Dani	0	0	56188	0	0	56188
Lower Grand Valley Dani	dni	g:Bromley:Dani	0	0	152356	0	0	152356
Danau	dnu	s:Si:Danau	0	0	10611	0	0	10611
Western Dani	dnw	es:Wirz:CNG	0	0	5153	0	0	5153
Western Dani	dnw	g:Barclay:WDani	0	0	209967	0	0	209967
Dení	dny	s:MoranMoran:Deni	0	0	6982	0	0	6982
Dení	dny	g:deCarvalho:Deni	0	0	63436	0	0	63436
Dom	doa	g:Tida:Dom	1.81E-05	2	110217	0	0	110217
Dobu	dob	s:Atchison:Dobuan	0	0	10037	0	0	10037
Dobu	dob	st:Lithgow:Dobu	0	0	52422	0	0	52422
Dobu	dob	typ:Edoni:Dobuan	0	0	3174	0	0	3174
Dobu	dob	s:Arnold:Edugaura	0	0	18743	0	0	18743
Dobu	dob	s:Lithgow:Dobu	0	0	12454	0	0	12454
Lukpa	dop	typ:Mauani:Lokpa	0	0	18670	0	0	18670
Dogosé	dos	s:Prost:Dogose	0	0	11095	0	0	11095
Dass	dot	s:Caron:Dott	0	0	3872	0	0	3872
Doyayo	dow	s:Wiering:Doyayo	0	0	3570	0	0	3570
Doyayo	dow	g:WieringWiering:Doyayo	0.000261125	19	72762	0	0	72762
Papar	dpp	sd:Gossens:Dusun	0	0	32706	0	0	32706
Darma	drd	s:Krishan:Darma	0	0	14826	0	0	14826
Darma	drd	g:Willis:Darma	0	0	160321	0	0	160321
Rungus	drg	s:Forschner:Momogun	0	0	14602	0	0	14602
Darkhat	drh	s:Gaspar:Darkhat	0	0	15782	0	0	15782
C'lela	dri	typ:Hoffmann:Dakarkari	0	0	142101	0	0	142101
C'lela	dri	typ:Aliero:Clela	1.84E-05	1	54321	0	0	54321
C'lela	dri	g:Dettweiler:Clela	4.65E-05	2	42979	0	0	42979
Paakantyi	drl	g:Hercus:Bagandji	0	0	83345	0	0	83345
Paakantyi	drl	s:Thieberger:Paakantji	0	0	5346	0	0	5346
West Damar	drn	s:Chlenova:WDamar	0	0	6068	0	0	6068
Dura	drq	typ:Nagila:Dura	0	0	2329	0	0	2329
Dura	drq	sv:Schorer:Dura	0	0	125237	0	0	125237
Gedeo	drs	g:Gasparini:Gedeo	0	0	46285	0	0	46285
Gedeo	drs	s:Moreno:Darasa	0	0	12844	0	0	12844
Drents	drt	g:Sassen:Drents	0	0	166602	0	0	166602
Rukai	dru	g:Li:Rukai	0	0	58522	0	0	58522
Rukai	dru	g:Zeitoun:Rukai	0	0	151989	0	0	151989
Rukai	dru	g:Zeitoun:Rukai:2000	0	0	2195	0	0	2195
Darai	dry	typ:Dhakal:Darai	0	0	14896	0	0	14896
Darai	dry	s:Paudyal:Darai	0	0	29061	0	0	29061
Darai	dry	g:Dhakal:Darai	0	0	68804	0	0	68804
Lower Sorbian	dsb	gt:Brijnen:Niedersorbische	0	0	151384	0	0	151384
Lower Sorbian	dsb	g:Hauptmann:Wendische	0	0	306	0	0	306
Lower Sorbian	dsb	vphontyp:Mucke:Niedersorbischen	0	0	296170	0	0	296170
Dutch Sign Language	dse	typ:Bank:Mouthings-NGT	0	0	55094	0	0	55094
Dutch Sign Language	dse	typ:Zwets:Sign-Netherlands	0	0	52375	0	0	52375
Dutch Sign Language	dse	typ:Coerts:Sign-Netherlands-Orientations	0	0	6990	0	0	6990
Daasanach	dsh	s:Saase:Dhaasanac	0	0	11441	0	0	11441
Daasanach	dsh	g:Tosco:Dhaasanac	3.05E-05	5	163869	0	0	163869
Daasanach	dsh	s:Sasse:Dasenech	0	0	292754	0	0	292754
